Author;ID;PIDs;Keywords
Duchniewicz, Jakub;355333ea-8d9e-48f3-b5b2-5e15c0583972;1726972;field programmable gate array,acceleration,networking,embedded linux,field programmable gate array,field programmable gate array,acceleration,nätverksarbete,inbyggd linux,sprzętowa akceleracja,sieci internetowe,wbudowany system linux
Tariq, Muhammad Adnan;837;576098;intrigue sketch,narrative,organized cybercrime,persona
Artman, Henrik;838;576098;intrigue sketch,narrative,organized cybercrime,persona
Renström, Martin;839;1217521;anomaly detection,fraud detection,unsupervised machine learning,autoencoder,anomali detektering,bedrägeri detektering,oövervakad maskininlärning
Holmsten, Timothy;840;1217521;anomaly detection,fraud detection,unsupervised machine learning,autoencoder,anomali detektering,bedrägeri detektering,oövervakad maskininlärning
Hellmér, Vilhelm;841;1700887;
Fredriksen, André;842;1700887;
Hüttenrauch, Helge;08f1c39e-f13f-443a-a2c6-d905db208fd1;11491;human-computer interaction,human-robot interaction
Cai, Jin-Yi;843;447569;
Lu, Pinyan;845;447569,447563;#csp,dichotomy theorem,counting problems,computational complexity
Nilsson, Mikael;1370;369527,359423,359445;metadata,dublin core,ieee lom,rdf,semantic web,interoperability,standardization
Liang, Kuo-Yun;848;782989;fuel economy,image matching,inference engines,intelligent vehicle highway systems,vehicles
Mårtensson, Jonas;849;782989,1932900;fuel economy,image matching,inference engines,intelligent vehicle highway systems,vehicles
Johansson, Karl H.;850;782989,1932900;fuel economy,image matching,inference engines,intelligent vehicle highway systems,vehicles
Akbarzadeh, A.;851;443275;
Akbarzadeh, Amir;852;441205;
ODSTAM, MÅNS;853;668808;
STJ ERNDAL, A N D R E A S;854;668808;
Elmgren, Rasmus;855;811053;
Blomquist, Eric;856;811053;
Chuprina, Anna;25f62b07-97c2-463b-b171-6299b5260bc7;1792997;gamification,sense of community,engagement,social media,känslan av gemenskap,engagemang,sociala medier
Lund, Lisa;857;930551;
O'Regan, Patrick;858;930551;
Rinnarv, Jonathan;d8f23cf5-a8c7-4dba-b141-7829414a5563;1452195;computer science machine learning gan chat bot
Bujwid, Sebastian;2f5ebf90-92f2-48ec-8a58-ff3669a0c047;1243039;gan,unsupervised image-to-image translation,deep learning
Rasines Suárez, Javier;375b42b3-9eda-4ab6-a7b1-0607a16b5850;1255833;rss,gaussian-process,mobile robotics,indoor radio source
Wadhwa, Aditya;44e3c31e-e3c5-4eef-abeb-2a08b78ab990;1896239;adaptive cruise control,driving simulator,game engine,traﬀic simulation,testing methodologies,waymo open dataset,traﬀicgeneration,adaptiv farthållare,körsimulator,spelmotor,trafiksimulering,testmetoder,waymo open dataset,trafikgenerering
Berglund, Daniel;aaeef5be-0897-4e39-80be-7f55b78f993f;799271;hpc,high performance computing,cuda,gpu,gwas,gene-environment interaction,interaction
Karlsson, Axel;860;1215999;
Norberg, Jesper;1308;849697,676675;geospatial,geographic,heatmap,point region,point-region,quadtree,window query,värmekarta,fönsterförfrågning,geografisk
Descamps, Clarisse;6504a8d7-a4c5-46ea-a9ae-ca4353cbc863;1604508;
Bergström, Niklas;861;448466,448473;cognitive human-robot interaction,computer vision,computer vision
Vanhainen, Erik;862;1593469,1853056;formal verification,model checking,deductive verification,abstraction,tla,formell verifiering,modellkontroll,deduktiv verifikation,abstraktion,tla
Adamsson, Johan;863;1593469,1849619;run-time specialization,partial evaluation,online partial evaluation,körtidsspecialisering,partiell evaluering,online partiell evaluering
Ferrando Huertas, Jaime;0e55fef9-1a06-4b61-9c9c-5e40c17ed54d;1250179;
Bonde, Oskar;96463011-b808-45c8-90a9-e2f9da1ce5e8;1692943;terraform,transformer models,generating configuration files,large language models,codex,terraform,transformer-modeller,generera konfigurationsfiler,stora språkmodeller,codex
Rencelj Ling, Engla;864;1553545;iec 61850,substation,cyber security,threat modeling language,attack graphs,meta attack language,system configuration description language
Ekstedt, Mathias;865;1553545,1823042;iec 61850,substation,cyber security,threat modeling language,attack graphs,meta attack language,system configuration description language,sbom,software supply chain
Matinzadeh, Keivan;1e87ae4c-c8ad-4178-b7a3-86295cec0945;1751205;grammatical framework,computational linguistics,natural language generation,computer science,grammatical framework,beräkningslingvistik,textgenerering,datavetenskap
Gutenberg, Lukas;866;1473037;
Olin, Emil;867;1473037;
Klintskog, Erik;12b47e1e-e966-434e-bd40-f1fee2097d85;8255;datavetenskap,computer sicence,datavetenskap
Wallenius, Klas;8470f9d4-ba15-49af-ab40-fd6e4edd069f;14513;command and control,management,effects-based operations,command support,decision support,data fusion
Jonasson, Anton;868;927325;
Westerlind, Simon;869;927325;
Pei, Lou-Lou;79b85cbd-af49-4693-9170-afe0d94f07d1;1573400;georeferencing,positioning,coordinate transformations,piste maps,geografiska referenspunkter,positionering,koordinattransformationer,pistkartor
Yuan, Zhengwu;870;804946;cluster,location-based social networks,temporal scale,user similarity
Jiang, Yanli;871;804946;cluster,location-based social networks,temporal scale,user similarity
Stendahl, Jonas;872;769351;
Andersson, Vivi;5bf05afb-52c8-4290-b397-bc4766537310;1908608;open-source security,software supply chain,attack vectors,reproducible builds,blockchain systems security,ethereum,geth.,säkerhet av öppen källkod,programvaras leveranskedja,blockchainsäkerhet,ethereum,geth.
Karapantelakis, Athanasios;2bb51210-bff3-4c05-b29e-c79f909513e0;415955;context aware,context-aware,personalized services
Stjernberg, Christian;875;1463813;
Miguel, Vasco;876;1659731;representation learning,machine learning,multimodal,contrastive learning
Melo, Francisco S.;877;1659731;representation learning,machine learning,multimodal,contrastive learning
Paiva, Ana;878;1659731;representation learning,machine learning,multimodal,contrastive learning
Frendin, Carl;879;770360;
Sjöroos, Andreas;880;770360;
Tao, Quanyu;c9f9c79b-1269-4883-b431-5d20bb21aeb7;1803135;fuzzing,stateful protocol,gradient oriented,neural network
Kefato, Zekarias Tilahun;881;1471910;
Zhu, Rui;882;804991;spatio-temporal data mining,congestion prediction,lbs,intelligent transport systems
Cui, Yukun;87289c98-3689-44d3-813a-4884bfa5eae5;1886756;gpu acceleration,high-performance computing,triple tensor decomposition,computational fluid dynamics,gpu-acceleration,högpresterande databehandling,trippel tensor-dekomponering,beräkningsströmningsdynamik
Kalzi, Hasan;d4195383-6a9f-4bd9-8e7c-86115effc756;1594896;
Krenz, René;48121c22-50de-4687-8301-5af83e48ce3b;11683;formal verification,logic synthesis,dominators,equivalence checking,decomposition
Kindestam, Anton;f7f19147-5011-4ca3-ae5f-5a2e7e5d55bd;1129224;machine learning,graph kernel,compilation,big data tuning
Barkman, Patrik;0b52dc13-c1cc-46f2-969e-9b7c7b22e674;1274745;grey-box,distributed parameter system,partial differential equations,chemical reactions,finite element method,fem,machine learning,neural networks,hybridmodell,distribuerade parametersystem,partiella differentialekvationer,kemiska reaktioner,finita elementmetoden,fem,maskininlärning,neuronnätverk
Gálvez del Postigo Fernández, Carlos;a35a1668-3fa7-4822-bbf2-40622ad4c8af;852457;autonomous driving,occupancy grid mapping,sensor fusion,dempster-shafer,obstacle detection
Lindahl, Erik;883;1886363,839933;molecular dynamics,heterogeneous parallelism,gpu,sycl,gromacs
Hallström, Erik;dc7a1cb6-af96-45fd-b43f-5d564467af93;700100;
Löwenström, Paul;920;1853314,1464539;clip,machine learning,sprite generation,image generation,clip,maskininlärning,2d-karaktärsprites generation,bildgeneration
Lindeberg, Axel;41d82cc9-9af5-4baa-8a1a-95efa4f43828;1600180;penetration testing,threat modeling,iot,computer security,home alarm system,penetrationstestning,hotmodellering,iot,datasäkerhet,hemlarmsystem
Knutsson, Adam;8a886479-d5b4-4e8f-9f25-f490903d595c;859561;machine learning,artificial neural networks,convolutional neural networks,computer vision
Tranquillini, Anna;b71bb8d9-a3fa-497e-9b37-25e217760a11;1709127;conflict-free replicated data types,local-first,mobile
Oscarsson, Marcus;8a55ce82-8a01-470f-816d-531d4c8eaf6e;1887934;reinforcement learning,self-play,deep learning,game theory,förstärkningsinlärning,självspelande,djupinlärning,spelteori
BRING, MARCUS;9f0ca64c-4ec5-4fb3-8f23-9a925ce71456;754504;
Davidsson, Victor;b058353a-53ca-4de1-9fc4-b411278137ca;1181154;vibrotactile,navigation,simultaneous multitype information,virtual space,head-mounted device,vibrotaktil,navigation,simultana informationsflöden,virtuell rymd,huvudmonterade enheter
Stankovic, Aleksa;459bb741-363a-4bda-b113-176a4bbd71b7;1755212;hardness of approximation,approximation algorithms,label cover,vertex cover,unique games conjecture,max-3-lin,universal factor graphs,regular constraint satisfaction problems,inapproximerbarhet,approximationsalgoritm,label cover,vertex cover,unique games conjecture,max-3-lin,universell faktorgraf,regelbundna begränsningsproblem
Gedin, Emanuel;9d248c9c-1c79-442d-b2ef-0cddf407548b;1233107;computer science,theoretical computer science,complexity theory,minimum circuit size problem
Meier, Anton;1560;1144240,771145;energy harvesting,wireless peripherals,kinetic energy,bluetooth,low power,smart home,iot
Liang, Katrina;75fdb14a-2d59-462c-85d9-4aeedb22c0dd;1678555;hardware-in-the-loop simulation,simulation,modeling,pumping stations,pump controller,hardware-in-the-loop simulering,simulering,modellering,pumpstationer,pumpstyrning
Sanches, Pedro;30bd8f4c-7bff-4d23-a6fb-f0fadb5cd9f4;779968;
Stefanos, Marie-Ange;2df0bed7-4a35-4272-825b-b47c01948bdd;1801202;deep learning,medical data,signal processing,heart rate estimation,wrist photoplethysmography,djup lärning,medicinska data,signalbehandling,pulsuppskattning,handledsfotopletysmograf
Kühn, Hannah;405b6f83-af93-4133-b676-d8ea99535c9a;1805224;hierarchical clustering,attractor network,recurrent neural network,brain-like computing,hierarkisk klustring,anlockningsnätverk,återkommande neurala nätverk,hjärnliknande databehandling
Liu, Yuqi;ad24c174-a485-4664-823f-fef08d5157ad;1787725;multimodal,emotion recognition,hierarchical fusion,context modeling,attention mechanism,feature-level fusion,decision-level fusion,machine learning,deep learning,multimodal,hierarkisk fusion,kontextmodellering,uppmärksamhetsmekanism,funktionssammanfogning på nivån för egenskaper,beslutsnivås-funktionssammanfogning,maskininlärning,djupinlärning
Adiban, Mohammad;884;1743481;
Siniscalchi, Marco;885;1743481;
Stefanov, Kalin;886;1743481,1354629;
Ternström, Sten;1434;465324,1164950;voice,high-frequency,auditory masking,piriform sinuses,critical bands,long-time average spectrum
Södergren, Peter;08b18b26-c944-493f-95f9-51462016c3c5;763219;
Shabo, Jack;1536;1118766,811172;crowds,high density,groups,unilateral,lcp,swirl,streamline
Berglund, Johan;888;813795;
Ristic, Richard;889;813795;
Brömster, Anton;890;1885904;magiian,kbsc,mkbsc,higher-order knowledge,surely-winning strategies,magiian,kbsc,mkbsc,högre ordningens kunskap,garanterat vinnande strategier
Larsson, Isak;891;1885904;magiian,kbsc,mkbsc,higher-order knowledge,surely-winning strategies,magiian,kbsc,mkbsc,högre ordningens kunskap,garanterat vinnande strategier
Chi, Pengnan;2fa95f6d-ef9b-4481-af56-547a34edb55d;1836833;diffusion model,traffic forecasting,generative model,image processing,spatial temporal modelling,diffusionsmodell,trafikprognos,generativ modell,bildbehandling,rumsligtemporal modellering
Lindner, Andreas;892;1469213,1755837;program logics,formal verification,theorem proving,binary analysis,hoare logic,binary code,binary analysis,formal verification,model-based testing,theorem proving,hol4,intermediate language,instruction set architectures,isa,observational models,symbolic execution,weakest-precondition,execution time analysis,binärkod,binärkodsanalys,formell verifiering,modellbaserad testning,satsbevisning,hol4,mellankod,instruktionsuppsättningar,isa,observationsmodeller,symbolisk exekvering,minst restriktiva villkoret,analys av övre tidsgräns
Henriksson, Erik;893;1597534;random forest,xgboost,predicting housing prices,feature engineering,ensemble learning,boosting,data cleansing,5foldcrossvalidation.
Werlinder, Kristopher;894;1597534;random forest,xgboost,predicting housing prices,feature engineering,ensemble learning,boosting,data cleansing,5foldcrossvalidation.
Fagerlund, Martin;895;1596434;
Melander, Adam;896;1596434;
Ewerbring, Carl-Arvid;be609511-4515-46bb-9cd1-79b59a7b3853;824292;virtual reality,vr,interaction,controls,cybersickness,design,interaction design,immersion,presence,guideline,framework analysis
Ahmed, Mahad;897;1885506;s&p 500,ml-models,lstm,polynomial regression,decision trees,s&p 500,ml-modeller,lstm,polynomregression,beslutsträd
Mohammed, Ismail;898;1885506;s&p 500,ml-models,lstm,polynomial regression,decision trees,s&p 500,ml-modeller,lstm,polynomregression,beslutsträd
Olsson, Viktor;899;1212987;sentiment analysis,twitter,bipolar disorder,depression
Lindow, Madeleine;900;1212987;sentiment analysis,twitter,bipolar disorder,depression
Andersson, Marcus;95542a3e-71bf-49aa-a669-f1455d37ab73;1643563;
Lindblad, Max;c295024b-1132-4c55-8eea-c7ab18c7c8fa;812014;
Ljung, Fredrik;901;927322,1229377;electronic health records,telemedicine,security,event-b
Arnflo, Oscar;902;927322;
Ben-Tal, Oded;903;1464959;artificial intelligence,machine learning
Harris, Matthew;904;1464959;artificial intelligence,machine learning
Sturm, Bob;905;1464959;artificial intelligence,machine learning
ELEMIDA, HELEN;4fd618c1-0f05-435a-9390-5273927797e5;754449;
Meyer, Oscar;744d588a-e369-45a4-b916-c0f132cfe77e;1746022;threat modeling,it forensics,linux,it defense,risk assessment,opensource,volatility,hotmodellering,it forensik,linux,it försvar,risk-bedömning,opensource,volatility
Cöster, Jonatan;906;811405;
Ohlsson, Michael;907;811405;
SARMADI, HAMID;6472c69f-8ddb-4045-9b1a-88ab4d4c9bf0;699997;
QUEVA, CAROLINE;2568ef6a-d580-40ce-9573-b3bb2704b71f;703048;
Bonnevier, Linnea;908;1463842;
Damne, Sara;909;1463842;
Rahimzadagan, Noah;1488;1834195,1595839;human-drone interactions,failures,user study,trust,risk-taking,survey,människodrönarinteraktioner,misslyckanden,användarstudie,tillit,risktagning,enkät,human behavior,financial markets,sentiment analysis,twitter,mänskligt beteende,finansiella marknader,sentimentanalys,twitter
Topp, Elin Anna;cd8fb313-cbba-4f1d-9b4e-27be3323d568;1818,10750;robotics,human-robot interaction,cognitive modelling,representation of space,robotics,mapping,human-robot interaction
Tojaga, Vedad;910;1737684,1737742;monolithic,staggered,hybrid,fracture,staggered,monolithic,fracture,constitutive modeling,strong discontinuity approach (sda),simo-reissner beam theory,geometrically exact beam theory,minimeringsalgoritm,simo-reissner balkteori,icke kompatibla deformationsmode,konstitutiva model
Kulachenko, Artem;911;1737684;monolithic,staggered,hybrid,fracture
Östlund, Sören;912;1737684;monolithic,staggered,hybrid,fracture
Gasser, T. Christian;913;1737684;monolithic,staggered,hybrid,fracture
Buckard, Kajsa;75ff32bc-d682-4fff-8575-f730572045e0;1713353;computer graphis,ray tracing,rasterization,strategy games,datorgrafik,strålspårning,rastrering,strategispel
Isheden, Sebastian;c2584ebc-450f-47bc-aa37-415324eda11d;1646074;hydraulic erosion,3d erosion,cuda,erosion,simulation,vatten erosion,3d erosion,cuda,simulering
Siebecke, Maria;914;931496;
Arvidson, Tor;915;931496;
Kvastad, Johan;97bdc5a5-ddea-4310-a2db-1babc07e9695;1037679;security ehr electronic health record hospital computer network static dynamic manual analysis
Dolcetti, Giulio;916;1648567;
Laudato, Marco;917;1648567;
Zea, Elias;918;1648567,1605986,1707141,1814839;sound absorption,in-situ measurement,convolutional neural networks,finite size effect,delany– bazley–miki model,eigenfrequencies,room acoustics,machine learning,thunderstorms,air-traffic management,weather data,numerical weather prediction,satellite images,convolutional neural network,machine learning
Al-Kadhimi, Staffan;919;1464539,1713358;machine learning,regression,time estimation,forms,maskininlärning,regression,tidsestimering,formulär
Krappman, Alfred;d50ea6de-bd6f-4bcd-9d9b-24acf146eb0f;1099048;
Forsberg, Rebecka;8fe3fa69-b2e1-4c6a-9bf3-ff2d4c53e28d;1707216;industrial cyber security forensics,programmable logic controller,forensic analysis,artefacts,forensic readiness,industriell cybersäkerhet forensik,programmerbar logikkontroller,forensik analys,artefakter,forensisk mogenhet
Lustig, Joakim;e3263cb6-5733-4a68-bb25-f9c3f09e293a;955646;dyslexia,machine learning,neural networks,recurrent neural networks
Hannesson, Kristófer;a87c82b7-1383-4f8e-a471-62dc1e071821;1152429;social networks,graph theory,centrality,influence maximization,mmo,computer games
Norlin, Patrik;921;1118107;machine learning,b2b,industrial marketing,pu-learning
Paulsrud, Viktor;922;1118107;machine learning,b2b,industrial marketing,pu-learning
Karlsson, Mikael;ee92cfba-e0e1-452d-9031-f214da581e41;1600278;transformer models,clustering,embeddings,deep learning,fault identification,transformatorbaserade modeller,klustering,djupinlärning,felidentifiering
Göthner, Fredrik;c9f8774f-abac-40dd-9c44-38d105780da5;699672;
Hultin, Hanna;d5f60a4d-8fe5-4963-a718-800cb6c2f602;813822;
Pertoft, John;1322;953765,771121;topic model,image dating
Axelsson, Ludvig;128d4c02-d21b-4aff-bb3c-325b6aee4c7a;1150007;immutability,empirical study,static analysis
Edström Kawaji, Simon;924;1214497,1888246;machine learning,glow,virtual reality,animation,generative models,motion synthesis,normalizing flow,probabilistic models,maskininlärning,glow,virtuell verklighet,animation,generativa modeller,rörelsesyntes,normaliserande flöden,probabilistiska modeller
Ribom, Johan;925;1214497;
Axblad, Tom;b024a572-7580-4bac-b2af-e22440d44d70;1471622;
Caballero Castro, Joan;a7e10dbf-f3d4-425a-935d-e30864529451;1900560;class imbalance,lightgbm,hyperparameter optimisation,machine learning,minority class prediction,desequilibri de classes,lightgbm,optimització d’hiperparàmetres,aprenentatge automàtic,predicció de classe minoritària,klassobalans,lightgbm,hyperparameteroptimering,maskininlärning,förutsägelse av minoritetsklass,desequilibrio de clases,lightgbm,optimización de hiperparámetros,aprendizaje automático,predicción de clase minoritaria
Andersson, Elias;927;810822,1118874;information centric networking,content centric networking,disaster scenarios
Ronneling, Benjamin;928;1593154,1789094;swiftui,uikit,performance analysis,swiftui,uikit,prestationsanalys
Skantz, Anna;930;1593449,1793389;kotlin multiplatform mobile,cross-platform,native,ios,kotlin,swift,performance evaluation,benchmarking,mobile,garbage collection,kotlin multiplatform mobile,plattformsoberoende,native,ios,kotlin,swift,prestandautvärdering,benchmarking,mobil,garbage collection
Gateman, Solbritt;931;1593449,1789092;web development,bioinformatics pipelines,precision medicine,user-centred design,interface design
Tran Florén, Simon;c7d0ef3e-6db0-4bc3-9585-a2ab8626e556;1592510;authentication,authorization,access control,microservices,microservice security,security tokens,security patterns,performance,autentisering,auktorisering,åtkomstkontroll,mikrotjänster,mikrotjänstsäkerhet,säkerhetstokens,säkerhetsdesignmönster,prestanda,belastningstestning
Ung, Gustav;337520eb-5969-4a0d-9273-b2a53715a8fb;1592825;formal methods,bounded model checking,stateflow,sldv,formella metoder,begränsad modellprovning,stateflow,sldv
Leborg, Sebastian;b0cc5ee0-8145-4f24-9c91-9927100ea586;1142220;maskininlärning,resursbegränsade system,parallelism,telecom,5g
WERKELIN AHLIN, OSKAR;94ac40a1-b1d2-4149-ba99-b524297a3f8c;700016;
Svanholm, Fredrik;29415e81-f5de-4238-9df9-1e308d226882;1853109;decentralized finance,fund,crypto,crypto currency,recalibration,finance,decentraliserad finans,fond,krypto,krypto valutor,rekalibrering,finans
Wärnberg, Emil;d58663ff-a127-41d5-a9b0-d6c815943500;753649;
Al Hafiz, Muhammad Ihsan;cf2a2731-33c3-4d04-949f-599e256771e0;1811287;bolt detection,visual-inertial localization,system-on-chip (soc),field-programmable gate array (fpga),machine learning,perspective-n-points,error-state extended kalman filter (esekf),high-level synthesis (hls),yolo,tightening tool,bultdetektering,visuell-tröghetslokalisering,system-on-chip (soc),field-programmable gate array (fpga),machine learning,perspective-n-points,error-state extended kalman filter (esekf),high-level synthesis (hls),yolo,åtdragningsverktyg
Nguyen, Van Dang;32f3b8e1-eb4d-4949-b2d7-5aa05a2dfaee;1082857;
Arvestad, Isaac;934;1212715,1642282;
Lagebrand, Henrik;935;1212715;
Amcoff, Artur;60022291-aac6-43fe-9cc7-db70c0d43212;1897728;zero trust,perimeter security,hybrid cloud,legacy devices,nolltillitsmodellen,skalskyddssäkerhet,hybridmoln,föråldrade enheter
Wiman, Mårten;fdac1a1a-d3e7-40dc-a0be-9ceaf179ebe7;1229467;inapproximability,max-cut,2-lin(2),np,unique games
Åkerlund, Elias;3bcc3cab-1e4a-4690-9e9d-392d08ffa9b1;1725006;active learning,multiple choice question,student generated questions,user interface design,interface evaluation,ripple,peerwise,mycleverquestion,aktivt lärande,flervalsfrågor,studentgenererade frågor,användargränssnittsutformning,gränssnittsutvärdering,ripple,peerwise,mycleverquestion
Li, Nan;74c39b30-98f8-418d-b094-3147df7100b7;808495;
Mellin, David;a8a0fd7d-22c1-422f-833b-2195cfb96284;1697686;named entity recognition,data augmentation,self-training,bert,few-shot learning,identifiering av namngivna entiteter,datautökning,självträning,bert,fåförsöksinlärning
Wagner, Jannik;7d3df1a9-b7e4-4d2c-b165-b3f832c2a5d3;1837748;behavior trees,reinforcement learning,control barrier functions,robotics,artificial intelligence,verhaltensbäume,verstärkendes lernen,kontrollbarrierefunktionen,robotik,künstliche intelligenz,beteendeträd,förstärkningsinlärning,kontrollbarriärfunktioner,robotik,artificiell intelligens
Granlund, Oskar;936;1108666;ocr,natural images,thresholding,image segmentation,k-means,otsu,ocr,naturliga bilder,otsu
Böhrnsen, Kai;937;1108666;ocr,natural images,thresholding,image segmentation,k-means,otsu,ocr,naturliga bilder,otsu
Möckelind, Christoffer;1530;1252502,930038;deep learning,monocular,depth estimation,narrow field of view,rgb,rgbd,noicy depth,dense depth,narrow depth,sparse depth
Andersson, Klas;4f359871-5f33-48cc-9e8e-aa1f148e7e06;1610792;uav,autonomous soaring,cooperative soaring
Fathollahzadeh, Pedram;5abbb638-6807-4b23-9c5d-fd128b58b10a;1192855;collaborative filtering,content-based method,matrix factorization,recommender systems,hierarchical classification,food recipes
Westlund, Mikael;3e1a5a00-48b1-4550-a679-c3b16403e27a;1750932;autonomous driving,deep learning,domain adaptation,image classification,lidar,transfer learning,självkörande fordon,djupinlärning,domain adaptation,bildklassificering,lidar,överföringsinlärning
Jiang, Zehao;ddce2ed7-b988-4418-8c41-011ee257de53;1868218;light detection and ranging,autonomous driving,deep learning,multi-task network,light detection and ranging,autonom körning,deep learning,multi-task network
Spele, Noa;939;1213402,1636010;
Acin, Medya;940;670614;
Stansvik, Elvis;941;670614;
Gangalic, Catalin;465bfb02-7e83-461c-b26f-1648cd382d07;1600995;distributed systems,kubernetes,time series,builds systems,continuous integration,distribuerade system,kubernetes,tidsserier,bygger system,kontinuerlig integration
Xie, Yuhan;2276dc40-7e33-4bff-a00b-ebcf91c47577;1913441;machine learning,self-supervised learning,representation learning,time series classification,pre-training and fine-tuning,joint-learning,maskininlärning,självledd inlärning,representationsinlärning,tidsserieklassificering,förträning och finjustering,femensamt lärande
Ye, He;b526ab08-6a3d-4a5f-ad64-259c5fc5ece9;1735113;
Manjikian, Hovig;1619;1801578,1464537;formal verification,automated verification,contract inference.,formell verifiering,automatiserad verifiering,kontraktgenerering.,synthetic data set,generating synthetic data set,machine learning,deep learning,convolutional neural networks,machine learning model,character recognition in natural images,char74k,icdar2003.,syntetiskt dataset,generera syntetiskt data,maskininlärning,maskininlärningsmodell,djuplärning,konvolutionära neurala nätverk,teckenigenkänning i bilder,char74k,icdar2003
Panesar, Amrita Kaur;0d279907-099d-4326-96f9-ada449016e13;1649630;vqa,rgb-d,explainability,grad-cam,human-robot interaction,vqa,rgb-d,förklarbarhet,grad-cam,samspel människa-robot
Ekholm, Oscar;1175;1678561,1464511;malware analysis,malicious pdf,malware detection,machine learning,evasion,analys av skadlig programvara,skadlig pdf,detektion av skadlig programvara,maskininlärning,undanflykt
Fahlström Myrman, Arvid;b4925382-ef93-40be-bb0e-84bd9f6c646e;1117712;speech recognition,unsupervised speech learning,unsupervised acoustic modelling,siamese networks,linear networks,speech embeddings,dimensionality reduction
Lajoie-Mazenc, Thibaut;e76c6b24-61d2-4ae7-b851-79c7611c98fc;1051879;bitcoin,double-spending,forks
Feychting, Sara;8345b4bd-78a2-4fe0-97d7-18dd51ccd5ec;927807;
HILLNERTZ, FREDRIK;c1094cd3-3b13-4db3-b93b-f9e3022ba308;763345;
Reimers, Axel;942;1014931;index,data mining,knowledge discovery in databases,lucene.net,inverted index,index,data utvinning,kunskaps upptäckelse i databaser,lucene.net,inverterad index
Gustafsson, Isak;943;1014931;index,data mining,knowledge discovery in databases,lucene.net,inverted index,index,data utvinning,kunskaps upptäckelse i databaser,lucene.net,inverterad index
TJERNBERG, ISAK;223bbc4b-7914-4c7e-8b99-ff9d9d31f27d;700304;
Blanc, Hugo;42af5c42-f6d6-4d15-952d-0a3798390754;700149;
HUGMARK, JOAKIM;5fcb61b0-a44e-4ae1-9da2-b14f834969bb;699697;
Hall, Otto;a283fa9f-f233-419f-a0e5-298cf7954d04;1143261;gaussian processes,latency prediction,buffer queue times,non-parametric models,machine learning,direct market access,trading systems,microstructure market data,dynamic software optimisation
Berg, Therese;944;459653;state machines,regular inference,verification,integration,components
Jonsson, Bengt;945;459653,503169;state machines,regular inference,verification,integration,components
Ulander Voltaire, Gabriel;9eadbfb2-ad56-4be6-bd7a-48edb898cddc;1560492;
Teo, Arnold;946;1593007;
Yosief, Daniel Tsada;947;1593007;
Zojaji, Sahba;948;1539659;embodied conversational agents,face threatening acts,multi-modal perception,persuasiveness,politeness,small group behavior,daily lives,face to face,human agent interactions,virtual agent,intelligent virtual agents
Pelachaud, Catherine;949;1539659;embodied conversational agents,face threatening acts,multi-modal perception,persuasiveness,politeness,small group behavior,daily lives,face to face,human agent interactions,virtual agent,intelligent virtual agents
Sparrenhök, Jonny;b5317ea2-ed04-40f3-81de-7e75972d41c2;1592730;
Tan, Tuoyuan;08c3a7f8-c825-4e57-8992-510fbd306869;1797628;natural language processing,information extraction,graph neural networks,invoice,behandling av naturligt språk,informationsutvinning,grafiska neurala nätverk,faktura
Storby, Johan;99f88c05-c958-49ae-823f-754362d62968;949753;natural language processing,nlp,recipe,information extraction
Yusuf Isse, Jamila;950;927339;
El Ghouch, Chaimae;951;927339;
Ljunglid, Johan;d9b3e65a-17cb-4dd4-8405-ee6cfe33b18d;700053;
Lundblad, Andreas;ffd69d06-6afc-45af-8170-3fe43ab39f0f;606487;runtime monitoring,policy enforcement,tree automata,monitor inlining,certification,concurrency
Smith, Christian;4b38f722-189a-4d47-83df-6cf14c610afa;277854;robot,teleoperation,human motion models
Wang, Siyang;952;1663462,1664509;gesture generation,neural networks,speech synthesis,piping systems,neural-networks,pipeline systems,research applications,research communities,simple system,single models,state of the art,system level pipelines,text to speech,water pipelines,motion generation,reinforcement learning,referring actions,pointing gestures,human-robot interaction,motion capture
Alexanderson, Simon;953;1663462,1471598,1563826,1499133,1664509;gesture generation,neural networks,speech synthesis,piping systems,neural-networks,pipeline systems,research applications,research communities,simple system,single models,state of the art,system level pipelines,text to speech,water pipelines,generative models,machine learning,normalising flows,glow,footstep analysis,data dropout,statistical robustness,student's t-distribution,outliers,resistant statistics,generalisation,wasp_publications,ccs concepts,computing methodologies,motion capture,animation,neural networks,gestures,motion capture,data-driven animation,character control,probabilistic models,wasp_publications,motion generation,reinforcement learning,referring actions,pointing gestures,human-robot interaction
Gustafsson, Joakim;954;1663462,1761460,1585967;gesture generation,neural networks,speech synthesis,piping systems,neural-networks,pipeline systems,research applications,research communities,simple system,single models,state of the art,system level pipelines,text to speech,water pipelines,speech synthesis,prosodic control,neuralhmm,spontaneous speech,creaky voice,multi-party interactions,non-verbal behaviors,eye-gaze patterns,head gestures,human-robot interaction,artificial listener,social signal processing
Beskow, Jonas;955;1663462,1471598,1354629,1499133,1664509;gesture generation,neural networks,speech synthesis,piping systems,neural-networks,pipeline systems,research applications,research communities,simple system,single models,state of the art,system level pipelines,text to speech,water pipelines,generative models,machine learning,normalising flows,glow,footstep analysis,data dropout,ccs concepts,computing methodologies,motion capture,animation,neural networks,gestures,motion capture,data-driven animation,character control,probabilistic models,wasp_publications,motion generation,reinforcement learning,referring actions,pointing gestures,human-robot interaction
